שנה,סעיף תקציבי,כותרת סעיף,גוף נתמך,מספר גוף,סוג גוף,סכום שאושר,סכום שהועבר,כתובת (מגיידסטאר / רשם החברות),עיר,מיקוד
2012,19420234,,מכון שלמה אומן זל,580099810,association,"₪392,904","₪392,904",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2013,19420234,מוסדות תרבות תורנית,מכון שלמה אומן זל,580099810,association,"₪382,431","₪382,431",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2014,19420234,מוסדות תרבות תורנית,מכון שלמה אומן זל,580099810,association,"₪369,073","₪369,073",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2015,19420234,מוסדות תרבות תורנית,מכון שלמה אומן זל,580099810,association,"₪333,131","₪333,131",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2016,19420234,מוסדות תרבות תורנית,מכון שלמה אומן זל,580099810,association,"₪306,808","₪306,808",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2011,19310374,מוסדות תרבות תורנית - תמיכה,מכון שלמה אומן זל,580099810,association,"₪300,000","₪300,000",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2012,19420210,,מכון שלמה אומן זל,580099810,association,"₪257,000","₪257,000",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון שלמה אומן זל,580099810,association,"₪250,000","₪250,000",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון שלמה אומן זל,580099810,association,"₪161,800","₪161,800",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון שלמה אומן זל,580099810,association,"₪158,465","₪158,465",ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2014,19420210,תמיכה בשיפוצי מוסדות,מכון שלמה אומן זל,580099810,association,"₪88,683",₪0,ד.נ. איילון ישיבת שעלבים שעלבים 99784,שעלבים,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון שער המשפט,580215358,association,"₪139,737","₪139,737",אבן האזל 22 ירושלים 9531324,ירושלים,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון שער המשפט,580215358,association,"₪130,906","₪130,906",אבן האזל 22 ירושלים 9531324,ירושלים,
2010,19310374,מוסדות תרבות תורנית - תמיכה,מכון שער המשפט,580215358,association,"₪95,673","₪95,673",אבן האזל 22 ירושלים 9531324,ירושלים,
2008,19310345,מוסדות תרבות מדע ומחקר,מכון שפינוזה בירושלים,580102838,association,"₪20,000","₪20,000","בנין שרמן, קמפוס גבעת רם ירושלים 91390",ירושלים,
2013,19420234,מוסדות תרבות תורנית,מכון שתילי זתים - לחקר מורשת תימן ע,580292167,association,"₪191,215","₪191,215",קהילות יעקב 11 אצל אברהם בן- משה פתח תקווה 4974125,פתח תקווה,
2009,19310374,מוסדות תרבות תורנית - תמיכה,מכון שתילי זתים - לחקר מורשת תימן ע,580292167,association,"₪158,123","₪158,123",קהילות יעקב 11 אצל אברהם בן- משה פתח תקווה 4974125,פתח תקווה,
2015,19420234,מוסדות תרבות תורנית,מכון שתילי זתים - לחקר מורשת תימן ע,580292167,association,"₪157,019","₪157,019",קהילות יעקב 11 אצל אברהם בן- משה פתח תקווה 4974125,פתח תקווה,
2008,19310374,מוסדות תרבות תורנית - תמיכה,מכון שתילי זתים - לחקר מורשת תימן ע,580292167,association,"₪148,131","₪148,131",קהילות יעקב 11 אצל אברהם בן- משה פתח תקווה 4974125,פתח תקווה,
2016,19420234,מוסדות תרבות תורנית,מכון שתילי זתים - לחקר מורשת תימן ע,580292167,association,"₪136,777","₪136,777",קהילות יעקב 11 אצל אברהם בן- משה פתח תקווה 4974125,פתח תקווה,
2014,19420234,מוסדות תרבות תורנית,מכון שתילי זתים - לחקר מורשת תימן ע,580292167,association,"₪119,949","₪119,949",קהילות יעקב 11 אצל אברהם בן- משה פתח תקווה 4974125,פתח תקווה,
2012,19420234,,מכון שתילי זתים - לחקר מורשת תימן ע,580292167,association,"₪112,258","₪112,258",קהילות יעקב 11 אצל אברהם בן- משה פתח תקווה 4974125,פתח תקווה,
2016,19420232,מורשת עדות ישראל,מכון תל אביב לחזנות,580210870,association,"₪289,991","₪289,991",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2014,19420232,מורשת עדות ישראל,מכון תל אביב לחזנות,580210870,association,"₪157,155","₪157,155",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2008,19310369,מורשת עדות ישראל - תמיכה,מכון תל אביב לחזנות,580210870,association,"₪150,000","₪150,000",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2013,19420232,מורשת עדות ישראל,מכון תל אביב לחזנות,580210870,association,"₪147,914","₪147,914",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2009,19310369,מורשת עדות ישראל - תמיכה,מכון תל אביב לחזנות,580210870,association,"₪142,500","₪142,500",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2012,19420232,,מכון תל אביב לחזנות,580210870,association,"₪140,000","₪140,000",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2011,19310369,מורשת עדות ישראל - תמיכה,מכון תל אביב לחזנות,580210870,association,"₪140,000","₪140,000",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2010,19310369,מורשת עדות ישראל - תמיכה,מכון תל אביב לחזנות,580210870,association,"₪140,000","₪140,000",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2015,19420232,מורשת עדות ישראל,מכון תל אביב לחזנות,580210870,association,"₪110,009","₪110,009",צייטלין 22 תל אביב - יפו 6495517,תל אביב - יפו,
2012,19420236,,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪420,000","₪420,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2011,19310377,"בתי""ס לאמנות - תמיכה","מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪412,469","₪412,469",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2015,19420236,בתי ספר לאומנות - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪400,000","₪400,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2014,19420236,בתי ספר לאומנות - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪400,000","₪400,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2013,19420236,בתי ספר לאומנות - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪400,000","₪400,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2016,19420236,בתי ספר לאומנות - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪380,000","₪380,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2010,19310377,"בתי""ס לאמנות - תמיכה","מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪340,000","₪340,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2009,19310377,"בתי""ס לאמנות - תמיכה","מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪325,000","₪325,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2008,19310377,"בתי""ס לאמנות - תמיכה","מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪284,200","₪284,200",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2012,19420231,,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪270,000","₪270,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2011,19310367,תרבות בקהילה - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪270,000","₪270,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2010,19310367,תרבות בקהילה - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪270,000","₪270,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2009,19310367,תרבות בקהילה - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪250,000","₪250,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2008,19310367,תרבות בקהילה - תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪220,000","₪220,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2013,19420231,תרבות בקהילה תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪190,000","₪190,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2014,19420231,תרבות בקהילה תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪152,000","₪152,000",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2015,19420231,תרבות בקהילה תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪129,200","₪129,200",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2016,19420231,תרבות בקהילה תמיכה,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,"₪109,820","₪109,820",0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2016,19420224,אמנות פלסטית,"מכוני השכלה, תרבות ואומנויות - תל ח",580145696,association,₪0,₪0,0 מכללת תל חי מיקוד: 1220800 ד.נ. גליל עליון,גליל עליון,
2008,19310367,תרבות בקהילה - תמיכה,מכללת הנגב עש פ ספיר,580012599,association,"₪173,000","₪173,000",ד.נ חוף אשקלון שער הנגב אשקלון 79165,שער הנגב,
2008,19310356,אמנות פלסטית,מכללת הנגב עש פ ספיר,580012599,association,"₪36,000","₪36,000",ד.נ חוף אשקלון שער הנגב אשקלון 79165,שער הנגב,
2008,19310373,פעולות תרבות ערבית - תמיכה,מכללת מרכז הגליל למדע וטכנולוגיה (ע,580401180,association,"₪49,023","₪49,023",סח'נין 30810,סח'נין,
